SalesPersonID,ProductID,Quantity,TotalSalesValue,SalesValuePerItem,tot_Sal_Val_to_Avg_Tot_Sal_Val_for_grp_salesP,Suspicious
C21236,PR6253,203.0,1505.0,7.413793103448276,0.16034707327753311,indeterminate
C21236,PR6635,100.0,1205.0,12.05,0.12838420152785873,indeterminate
C21236,PR6679,167.0,6380.0,38.203592814371255,0.6797437392097417,indeterminate
C21236,PR6669,222.0,14495.0,65.2927927927928,1.5443394200384335,indeterminate
C21236,PR6253,485.0,3755.0,7.742268041237113,0.4000686114000909,indeterminate
C21236,PR6686,205.0,11985.0,58.46341463414634,1.2769167263994914,indeterminate
C21236,PR6683,107.0,1825.0,17.05607476635514,0.19444080314385245,indeterminate
C21236,PR6688,167.0,7445.0,44.58083832335329,0.7932119339210858,indeterminate
C21236,PR6253,135.0,1290.0,9.555555555555555,0.13744034852359982,indeterminate
C21236,PR6678,177.0,3280.0,18.531073446327685,0.34946073112977316,indeterminate
C21236,PR6682,122.0,2345.0,19.221311475409838,0.24984311417662136,indeterminate
C21236,PR6253,245.0,3050.0,12.448979591836734,0.32495586278835614,indeterminate
C21236,PR6679,731.0,37005.0,50.62243502051984,3.9426202303223343,indeterminate
C21236,PR6666,300.0,11720.0,39.06666666666667,1.2486828563539456,indeterminate
C21236,PR6596,102.0,1045.0,10.245098039215685,0.11133733659469908,indeterminate
C21236,PR6229,192.0,1555.0,8.098958333333334,0.16567421856914552,indeterminate
C21236,PR6679,250.0,12880.0,51.52,1.3722726271193533,indeterminate
C21236,PR6684,368.0,23270.0,63.233695652173914,2.479253418716409,indeterminate
C21236,PR6684,123.0,3340.0,27.15447154471545,0.35585330547970806,indeterminate
C21236,PR6683,105.0,1875.0,17.857142857142858,0.19976794843546486,indeterminate
C21236,PR6679,599.0,34585.0,57.73789649415693,3.6847863982082942,indeterminate
C21236,PR6675,256.0,16540.0,64.609375,1.7622196624653805,indeterminate
C21236,PR6253,212.0,1815.0,8.56132075471698,0.19337537408553,indeterminate
C21236,PR6684,110.0,2050.0,18.636363636363637,0.21841295695610824,indeterminate
C21236,PR6229,215.0,1385.0,6.441860465116279,0.14756192457766337,indeterminate
C21236,PR6249,101.0,1030.0,10.198019801980198,0.10973919300721535,No
C21236,PR6253,720.0,4350.0,6.041666666666667,0.4634616403702784,indeterminate
C21236,PR6229,211.0,1235.0,5.8530805687203795,0.13158048870282618,indeterminate
C21236,PR6229,172.0,1365.0,7.936046511627907,0.14543106646101842,indeterminate
C21236,PR6679,179.0,5625.0,31.424581005586592,0.5993038453063946,indeterminate
C21236,PR6684,379.0,23440.0,61.84696569920845,2.497365712707891,indeterminate
C21236,PR6596,85.0,1005.0,11.823529411764707,0.10707562036140916,indeterminate
C21236,PR6684,105.0,1275.0,12.142857142857142,0.1358422049361161,indeterminate
C21236,PR6595,100.0,1005.0,10.05,0.10707562036140916,indeterminate
C21236,PR6229,211.0,1285.0,6.090047393364929,0.1369076339944386,indeterminate
C21236,PR6596,102.0,1090.0,10.686274509803921,0.11613176735715024,indeterminate
C21236,PR6677,190.0,5835.0,30.710526315789473,0.6216778555311666,indeterminate
C21236,PR6682,312.0,20300.0,65.06410256410257,2.1628209883946328,indeterminate
C21236,PR6677,532.0,38360.0,72.10526315789474,4.08698586772503,No
C21236,PR6253,618.0,3355.0,5.4288025889967635,0.3574514490671918,indeterminate
C21236,PR6682,113.0,2565.0,22.699115044247787,0.2732825534597159,indeterminate
C21236,PR6682,148.0,7400.0,50.0,0.7884175031586346,indeterminate
C21236,PR6253,277.0,2220.0,8.014440433212997,0.2365252509475904,indeterminate
C21236,PR6684,218.0,9675.0,44.38073394495413,1.0308026139269986,indeterminate
C21236,PR6229,172.0,1155.0,6.715116279069767,0.12305705623624635,indeterminate
C21236,PR6684,806.0,55150.0,68.42431761786601,5.875841256648473,indeterminate
C21236,PR6678,424.0,22355.0,52.72405660377358,2.381766659879902,indeterminate
C21236,PR6229,183.0,1385.0,7.5683060109289615,0.14756192457766337,indeterminate
C21236,PR6679,104.0,1255.0,12.067307692307692,0.13371134681947114,indeterminate
C21236,PR6641,102.0,1950.0,19.11764705882353,0.20775866637288345,indeterminate
C21236,PR6253,165.0,1320.0,8.0,0.14063663569856724,indeterminate
C21236,PR6596,101.0,1080.0,10.693069306930694,0.11506633829882776,indeterminate
C21236,PR6688,104.0,1560.0,15.0,0.16620693309830675,indeterminate
C21236,PR6596,102.0,1085.0,10.637254901960784,0.11559905282798899,indeterminate
C21236,PR6253,136.0,1055.0,7.757352941176471,0.11240276565302156,indeterminate
C21236,PR6229,132.0,1085.0,8.219696969696969,0.11559905282798899,indeterminate
C21236,PR6229,136.0,1170.0,8.602941176470589,0.12465519982373006,indeterminate
C21236,PR6595,100.0,1010.0,10.1,0.1076083348905704,indeterminate
C21236,PR6675,305.0,32915.0,107.91803278688525,3.5068597454684403,No
C21236,PR6682,132.0,3560.0,26.96969696969697,0.3792927447628026,indeterminate
C21236,PR6694,110.0,2055.0,18.681818181818183,0.21894567148526947,indeterminate
C21236,PR6694,108.0,2880.0,26.666666666666668,0.306843568796874,indeterminate
C21236,PR6229,134.0,1090.0,8.134328358208956,0.11613176735715024,indeterminate
C21236,PR6679,153.0,4945.0,32.3202614379085,0.526854669340466,indeterminate
C21236,PR6677,192.0,8895.0,46.328125,0.9476991473778452,indeterminate
C21236,PR6253,343.0,2700.0,7.871720116618076,0.2876658457470694,indeterminate
C21236,PR6596,102.0,1305.0,12.794117647058824,0.13903849211108354,No
C21236,PR6662,133.0,3435.0,25.827067669172934,0.3659748815337716,indeterminate
C21236,PR6660,171.0,4765.0,27.86549707602339,0.5076769462906613,indeterminate
C21236,PR6678,399.0,24480.0,61.35338345864662,2.6081703347734293,indeterminate
C21236,PR6678,156.0,6970.0,44.67948717948718,0.742604053650768,indeterminate
C21236,PR6596,102.0,1230.0,12.058823529411764,0.13104777417366495,indeterminate
C21236,PR6688,118.0,2050.0,17.372881355932204,0.21841295695610824,indeterminate
C21236,PR6229,101.0,1045.0,10.346534653465346,0.11133733659469908,indeterminate
C21236,PR6684,485.0,35740.0,73.69072164948453,3.8078434544445408,indeterminate
C21236,PR6229,262.0,1420.0,5.419847328244275,0.15129092628179205,indeterminate
C21236,PR6679,543.0,28960.0,53.333333333333336,3.0854825529018997,indeterminate
C21236,PR6596,102.0,1350.0,13.235294117647058,0.1438329228735347,indeterminate
C21236,PR6686,106.0,1710.0,16.132075471698112,0.18218836897314394,indeterminate
C21236,PR6595,102.0,1075.0,10.53921568627451,0.11453362376966651,indeterminate
C21236,PR6679,707.0,42830.0,60.57991513437058,4.563232656795178,indeterminate
C21236,PR6635,102.0,1530.0,15.0,0.16301064592333933,indeterminate
C21236,PR6253,570.0,3260.0,5.719298245614035,0.34732987301312823,indeterminate
C21236,PR6596,101.0,1035.0,10.247524752475247,0.1102719075363766,No
C21236,PR6682,398.0,26740.0,67.1859296482412,2.8489573019543095,indeterminate
C21236,PR6666,158.0,3780.0,23.924050632911392,0.4027321840458971,indeterminate
C21236,PR6681,114.0,1520.0,13.333333333333334,0.16194521686501684,indeterminate
C21236,PR6253,449.0,3675.0,8.184855233853007,0.3915451789335111,indeterminate
C21236,PR6675,379.0,63520.0,167.598944591029,6.7676053784643875,No
C21236,PR6684,281.0,10200.0,36.29893238434164,1.0867376394889288,indeterminate
C21236,PR6684,210.0,9590.0,45.666666666666664,1.0217464669312575,indeterminate
C21236,PR6677,505.0,30390.0,60.17821782178218,3.2378389082420145,indeterminate
C21236,PR6673,490.0,21275.0,43.41836734693877,2.2667003215810744,indeterminate
C21236,PR6229,148.0,1125.0,7.601351351351352,0.1198607690612789,indeterminate
C21236,PR6596,101.0,1015.0,10.049504950495049,0.10814104941973164,indeterminate
C21236,PR6253,272.0,2070.0,7.610294117647059,0.2205438150727532,No
C21236,PR6644,108.0,3480.0,32.22222222222222,0.3707693122962228,indeterminate
C21236,PR6253,156.0,1245.0,7.980769230769231,0.13264591776114867,No
C21236,PR6679,394.0,16115.0,40.901015228426395,1.7169389274866753,indeterminate
C21236,PR6229,146.0,1140.0,7.808219178082192,0.12145891264876263,indeterminate
C21236,PR6596,103.0,1350.0,13.106796116504855,0.1438329228735347,indeterminate
C21236,PR6675,133.0,3530.0,26.541353383458645,0.37609645758783516,indeterminate
C21236,PR6596,121.0,1325.0,10.950413223140496,0.1411693502277285,indeterminate
C21236,PR6679,897.0,40805.0,45.490523968784835,4.347483272484876,indeterminate
C21236,PR6675,108.0,1855.0,17.175925925925927,0.1976370903188199,indeterminate
C21236,PR6694,101.0,1090.0,10.792079207920793,0.11613176735715024,indeterminate
C21236,PR6684,294.0,21325.0,72.53401360544218,2.2720274668726868,indeterminate
C21236,PR6636,115.0,6210.0,54.0,0.6616314452182596,indeterminate
C21236,PR6253,217.0,1580.0,7.28110599078341,0.1683377912149517,indeterminate
C21236,PR6229,117.0,1210.0,10.341880341880342,0.12891691605702,indeterminate
C21236,PR6675,186.0,9875.0,53.09139784946237,1.0521111950934483,indeterminate
C21236,PR6679,1545.0,113995.0,73.7831715210356,12.145358550347101,indeterminate
C21236,PR6229,113.0,1030.0,9.11504424778761,0.10973919300721535,No
C21236,PR6229,135.0,1125.0,8.333333333333334,0.1198607690612789,indeterminate
C21236,PR6678,115.0,3035.0,26.391304347826086,0.3233577192008724,indeterminate
C21236,PR6249,127.0,2650.0,20.866141732283463,0.282338700455457,indeterminate
C21236,PR6678,463.0,13250.0,28.617710583153347,1.411693502277285,indeterminate
C21236,PR6596,107.0,1540.0,14.392523364485982,0.1640760749816618,indeterminate
C21236,PR6679,101.0,1110.0,10.990099009900991,0.1182626254737952,indeterminate
C21236,PR6229,118.0,1065.0,9.025423728813559,0.11346819471134403,indeterminate
C21236,PR6684,116.0,2260.0,19.482758620689655,0.2407869671808803,indeterminate
C21236,PR6688,177.0,5365.0,30.310734463276837,0.57160268979001,indeterminate
C21236,PR6229,175.0,1275.0,7.285714285714286,0.1358422049361161,indeterminate
C21236,PR6596,102.0,1080.0,10.588235294117647,0.11506633829882776,indeterminate
C21236,PR6678,203.0,9925.0,48.891625615763544,1.0574383403850607,indeterminate
C21236,PR6596,101.0,1110.0,10.990099009900991,0.1182626254737952,indeterminate
C21236,PR6253,225.0,1820.0,8.088888888888889,0.19390808861469122,indeterminate
C21236,PR6229,160.0,1470.0,9.1875,0.15661807157340443,indeterminate
C21236,PR6678,589.0,37340.0,63.3955857385399,3.9783121037761373,indeterminate
C21236,PR6596,105.0,1200.0,11.428571428571429,0.1278514869986975,indeterminate
C21236,PR6644,133.0,6840.0,51.42857142857143,0.7287534758925758,indeterminate
C21236,PR6684,196.0,6845.0,34.923469387755105,0.729286190421737,indeterminate
C21236,PR6596,87.0,1030.0,11.839080459770114,0.10973919300721535,indeterminate
C21236,PR6678,788.0,55450.0,70.36802030456853,5.907804128398147,No
C21236,PR6678,100.0,1045.0,10.45,0.11133733659469908,indeterminate
C21236,PR6253,496.0,2830.0,5.705645161290323,0.3015164235052616,indeterminate
C21236,PR6670,106.0,1295.0,12.216981132075471,0.13797306305276105,indeterminate
C21236,PR6253,244.0,1690.0,6.926229508196721,0.180057510856499,indeterminate
C21236,PR6253,263.0,1740.0,6.61596958174905,0.1853846561481114,indeterminate
C21236,PR6675,382.0,29865.0,78.18062827225131,3.1819038826800843,indeterminate
C21236,PR6679,130.0,4750.0,36.53846153846154,0.5060788027031776,indeterminate
C21236,PR6229,116.0,1040.0,8.96551724137931,0.11080462206553783,indeterminate
C21236,PR6684,206.0,8000.0,38.83495145631068,0.8523432466579833,indeterminate
C21236,PR6596,106.0,1265.0,11.933962264150944,0.13477677587779363,indeterminate
C21236,PR6679,138.0,3720.0,26.956521739130434,0.39633960969596227,indeterminate
C21236,PR6229,103.0,1060.0,10.29126213592233,0.1129354801821828,indeterminate
C21236,PR6253,487.0,2830.0,5.811088295687885,0.3015164235052616,indeterminate
C21236,PR6253,538.0,4195.0,7.797397769516729,0.44694748996628003,indeterminate
C21236,PR6686,211.0,8030.0,38.056872037914694,0.8555395338329508,indeterminate
C21236,PR6253,219.0,1750.0,7.9908675799086755,0.18645008520643386,indeterminate
C21236,PR6595,102.0,1025.0,10.049019607843137,0.10920647847805412,indeterminate
C21236,PR6673,396.0,13280.0,33.535353535353536,1.4148897894522523,indeterminate
C21236,PR6682,118.0,3260.0,27.627118644067796,0.34732987301312823,indeterminate
C21387,PR6253,101.0,1010.0,10.0,0.6983029541169077,indeterminate
C21387,PR6253,110.0,2035.0,18.5,1.4069767441860466,indeterminate
C21387,PR6253,101.0,1205.0,11.930693069306932,0.8331238214959146,No
C21387,PR6253,122.0,1585.0,12.991803278688524,1.0958516656191075,indeterminate
C21387,PR6253,102.0,1280.0,12.549019607843137,0.884978001257071,indeterminate
C21387,PR6253,103.0,1585.0,15.388349514563107,1.0958516656191075,indeterminate
C21387,PR6253,103.0,1205.0,11.699029126213592,0.8331238214959146,indeterminate
C21387,PR6253,103.0,1535.0,14.902912621359222,1.0612822124450032,indeterminate
C21387,PR6253,170.0,2335.0,13.735294117647058,1.6143934632306727,No
C21387,PR6210,81.0,1020.0,12.592592592592593,0.7052168447517285,indeterminate
C21387,PR6253,100.0,1115.0,11.15,0.7708988057825268,No
C22185,PR6211,481.0,2110.0,4.386694386694387,0.028865119314467433,indeterminate
C22185,PR6367,435.0,15765.0,36.241379310344826,0.2156675857784735,indeterminate
C22185,PR6351,14997.0,1093905.0,72.94158831766353,14.964785944877962,indeterminate
C22185,PR6253,105.0,1365.0,13.0,0.018673406570733672,indeterminate
C22185,PR6579,6844.0,17130.0,2.5029222676797196,0.2343409923492072,indeterminate
C22185,PR6360,2475.0,68385.0,27.63030303030303,0.9355171489667562,No
C22185,PR6595,378.0,4100.0,10.846560846560847,0.05608862046887037,indeterminate
C22185,PR6559,101.0,1040.0,10.297029702970297,0.014227357387225654,indeterminate
C22185,PR6278,549.0,2590.0,4.7176684881602915,0.03543159195472543,indeterminate
C22185,PR6519,16980.0,40430.0,2.3810365135453475,0.5530885184283973,indeterminate
C22185,PR6360,2660.0,72790.0,27.36466165413534,0.9957782155924572,No
C22185,PR6354,686.0,53955.0,78.65160349854227,0.7381125652190001,indeterminate
C22185,PR6519,14561.0,33685.0,2.3133713343863747,0.46081589768143866,indeterminate
C22185,PR6603,177.0,6010.0,33.954802259887,0.08221770951656364,indeterminate
C22185,PR6551,172.0,2150.0,12.5,0.029412325367822265,indeterminate
C22185,PR6491,616.0,1795.0,2.913961038961039,0.024555871644298125,indeterminate
C22185,PR6357,2873.0,165400.0,57.5704838148277,2.262697030622234,indeterminate
C22185,PR6602,570.0,2175.0,3.8157894736842106,0.02975432915116904,indeterminate
C22185,PR6603,123.0,3040.0,24.715447154471544,0.0415876600549673,indeterminate
C22185,PR6506,859.0,3805.0,4.429569266589057,0.052052975825378475,indeterminate
C22185,PR6550,265.0,3710.0,14.0,0.05075336144866075,indeterminate
C22185,PR6579,5760.0,11905.0,2.0668402777777777,0.16286220162973214,indeterminate
C22185,PR6596,151.0,3585.0,23.741721854304636,0.049043342531926895,indeterminate
C22185,PR6353,855.0,32800.0,38.36257309941521,0.448708963750963,indeterminate
C22185,PR6367,100.0,1030.0,10.3,0.014090555873886947,No
C22185,PR6514,128.0,5445.0,42.5390625,0.07448842401292663,indeterminate
C22185,PR6219,841.0,7900.0,9.393579072532699,0.10807319553757949,indeterminate
C22185,PR6275,106.0,19790.0,186.69811320754718,0.27073019489730354,indeterminate
C22185,PR6694,100.0,1075.0,10.75,0.014706162683911133,indeterminate
C22185,PR6489,105.0,1925.0,18.333333333333332,0.026334291317701333,indeterminate
C22185,PR6211,144.0,1320.0,9.166666666666666,0.018057799760709484,indeterminate
C22185,PR6550,266.0,3675.0,13.81578947368421,0.05027455615197527,indeterminate
C22185,PR6559,100.0,1105.0,11.05,0.015116567223927258,indeterminate
C22185,PR6351,11758.0,971905.0,82.65904065317231,13.29580748214572,indeterminate
C22185,PR6489,110.0,1450.0,13.181818181818182,0.019836219434112692,indeterminate
C22185,PR6489,107.0,1475.0,13.785046728971963,0.020178223217459462,indeterminate
C22185,PR6352,118.0,2385.0,20.21186440677966,0.03262716093128191,indeterminate
C22185,PR6365,2706.0,184530.0,68.19290465631929,2.524398325639183,indeterminate
C22185,PR6603,102.0,2400.0,23.529411764705884,0.032832363201289974,indeterminate
C22185,PR6274,544.0,1410.0,2.5919117647058822,0.01928901338075786,indeterminate
C22185,PR6559,100.0,1115.0,11.15,0.015253368737265967,indeterminate
C22185,PR6354,398.0,26045.0,65.43969849246231,0.35629954149066556,indeterminate
C22185,PR6274,1143.0,43850.0,38.36395450568679,0.5998746359902355,indeterminate
C22185,PR6278,109.0,1175.0,10.779816513761467,0.016074177817298217,indeterminate
C22185,PR6365,2177.0,135690.0,62.32889297197979,1.856259734492932,indeterminate
C22185,PR6115,36367.0,166980.0,4.591525283911238,2.2843116697297496,No
C22185,PR6278,225.0,2680.0,11.911111111111111,0.036662805574773805,indeterminate
C22185,PR6605,113.0,2665.0,23.58407079646018,0.03645760330476574,indeterminate
C22185,PR6579,8156.0,19940.0,2.4448258950465913,0.2727822175973842,indeterminate
C22185,PR6514,105.0,1745.0,16.61904761904762,0.023871864077604586,indeterminate
C22185,PR6353,2715.0,122830.0,45.241252302025785,1.680332988339353,indeterminate
C22185,PR6596,143.0,3095.0,21.643356643356643,0.042340068378330195,indeterminate
C22185,PR6357,1738.0,143360.0,82.48561565017262,1.961186495223721,indeterminate
C22185,PR6603,115.0,3100.0,26.956521739130434,0.04240846913499955,indeterminate
C22185,PR6331,103.0,1355.0,13.155339805825243,0.018536605057394965,indeterminate
C22185,PR6595,447.0,4960.0,11.096196868008949,0.06785355061599928,No
C22185,PR6694,102.0,1075.0,10.53921568627451,0.014706162683911133,indeterminate
C22185,PR6583,266.0,2900.0,10.902255639097744,0.039672438868225385,indeterminate
C22185,PR6514,122.0,3290.0,26.9672131147541,0.045007697888435005,indeterminate
C22185,PR6410,155.0,1050.0,6.774193548387097,0.014364158900564363,indeterminate
C22185,PR6219,1019.0,9625.0,9.445534838076545,0.13167145658850665,indeterminate
C22185,PR6115,21197.0,96525.0,4.5537104307213285,1.320476607501881,No
C22185,PR6629,101.0,1095.0,10.841584158415841,0.01497976571058855,indeterminate
C22185,PR6351,9807.0,830685.0,84.70327317222392,11.363896510776483,indeterminate
C22185,PR6579,3006.0,20670.0,6.87624750499002,0.28276872807110986,indeterminate
C22185,PR6351,11306.0,915905.0,81.01052538475146,12.529719007448955,indeterminate
C22185,PR6320,106.0,1295.0,12.216981132075471,0.017715795977362715,indeterminate
C22185,PR6506,1596.0,6840.0,4.285714285714286,0.09357223512367642,indeterminate
C22185,PR6357,2290.0,169040.0,73.81659388646288,2.312492781477524,indeterminate
C22185,PR6603,103.0,2605.0,25.29126213592233,0.03563679422473349,indeterminate
C22185,PR6596,139.0,2830.0,20.359712230215827,0.038714828274854424,No
C22185,PR6256,195.0,1830.0,9.384615384615385,0.025034676940983602,indeterminate
C22185,PR6353,2317.0,107020.0,46.18903754855417,1.4640497957508554,indeterminate
C22185,PR6579,8183.0,15825.0,1.9338873273860442,0.21648839485850577,indeterminate
C22185,PR6320,277.0,1845.0,6.6606498194945845,0.025239879210991665,indeterminate
C22185,PR6354,2473.0,226600.0,91.62959967650627,3.0999222922551284,indeterminate
C22185,PR6489,152.0,3760.0,24.736842105263158,0.05143736901535429,indeterminate
C22185,PR6278,226.0,3870.0,17.123893805309734,0.05294218566208008,indeterminate
C22185,PR6360,4842.0,147550.0,30.47294506402313,2.0185063293126397,No
C22185,PR6357,1783.0,105120.0,58.956814357823895,1.4380575082165008,indeterminate
